,post_id,Id,title,link,post_indicies,reccomendation
24,1631183,1631183,What happens in raid 1 when a disk becomes full?,https://superuser.com/q/1631183,41549,-71049280000.0
25,1631213,1631213,What happens in raid 1 when a disk becomes full?,https://superuser.com/a/1631213,41550,565495330000.0
26,1631212,1631212,Music managing software delete lower quality duplicates,https://superuser.com/q/1631212,41551,58034546000000.0
27,1630499,1630499,frei0r filters not working,https://superuser.com/q/1630499,41552,402859400000.0
28,1631211,1631211,How to slice array of awk-output in bash?,https://superuser.com/q/1631211,41553,-1003448600000.0
29,1631210,1631210,Install kubernetes manually with cri-o,https://superuser.com/q/1631210,41554,1159367400000.0
30,1631209,1631209,Two routers = two networks?,https://superuser.com/q/1631209,41555,-269827520000.0
31,1631208,1631208,What are the phpMySql import file options for update vs. replace vs. add?,https://superuser.com/q/1631208,41556,-138389260000.0
32,1631160,1631160,How can I recreate an installer iso from a usb (Mac/Windows) using dd?,https://superuser.com/q/1631160,41557,-1893817000000.0
33,1631165,1631165,How can I recreate an installer iso from a usb (Mac/Windows) using dd?,https://superuser.com/a/1631165,41558,3269772700000.0
34,1631117,1631117,Microphone does not work when online conversation on Win 10,https://superuser.com/q/1631117,41559,-255386240000.0
35,1631206,1631206,How to stream Youtube audio from a Windows machine to a DLNA client?,https://superuser.com/a/1631206,41560,-2110062700000.0
36,1631205,1631205,How can I make excel divide a &lt; value by another real value,https://superuser.com/q/1631205,41561,406208300000.0
37,1631193,1631193,Why can&#39;t I access a Linux machine remotely from my windows 10 machine?,https://superuser.com/q/1631193,41562,5939365700000.0
38,1631203,1631203,Restream HLS thru a VPS to the Internet,https://superuser.com/q/1631203,41563,-2695890200000.0
39,1631202,1631202,How do I make my send mails from Outlook available across devices?,https://superuser.com/q/1631202,41564,-5305569000000.0
40,1631201,1631201,UEFI Windows + GPT SSD won&#39;t boot without CSM enabled,https://superuser.com/q/1631201,41565,-253212430000.0
41,1631099,1631099,Having a issue using Batch command to move a file into Users Appdata,https://superuser.com/q/1631099,41566,831086100000.0
42,1631120,1631120,Can I identify Outlook invites for meetings that have been and gone?,https://superuser.com/q/1631120,41567,-396883560000.0
43,1631199,1631199,Excel Formula for Scoring System,https://superuser.com/q/1631199,41568,13005551000000.0
44,1631181,1631181,Count all called programs/commands from ~/.bash_history,https://superuser.com/q/1631181,41569,4118373700000.0
45,1631188,1631188,Replace section of audio in a video with FFmpeg,https://superuser.com/q/1631188,41570,-598848800000.0
46,1631198,1631198,Replace section of audio in a video with FFmpeg,https://superuser.com/a/1631198,41571,617319040000.0
47,1631197,1631197,Get display resolution from windows command line,https://superuser.com/a/1631197,41572,3839527700000.0
48,1631194,1631194,Is it possible to include -T option of scp in .ssh/config?,https://superuser.com/q/1631194,41573,-80572150000000.0
49,1631178,1631178,How to configure Tor as service on windows?,https://superuser.com/q/1631178,41574,-1222022900000.0
50,1631196,1631196,How to configure Tor as service on windows?,https://superuser.com/a/1631196,41575,-59216420000.0
51,1631195,1631195,How can I emulate middle click in Windows on a touchpad?,https://superuser.com/a/1631195,41576,9701500000000.0
52,1631192,1631192,Difference between Chrome and Edge,https://superuser.com/a/1631192,41577,1269842800000.0
53,1631187,1631187,Difference between Chrome and Edge,https://superuser.com/q/1631187,41578,4538216500000.0
54,1631189,1631189,How to remove the vboxsf group membership requirement from VirtualBox shared folders?,https://superuser.com/q/1631189,41579,-2866517000000.0
55,1631190,1631190,How to remove the vboxsf group membership requirement from VirtualBox shared folders?,https://superuser.com/a/1631190,41580,-1147589200000.0
56,1631186,1631186,How to add column with numeric range of ID&#39;s after grouping data in Excel,https://superuser.com/a/1631186,41581,-2725651200000.0
57,1631038,1631038,How to add column with numeric range of ID&#39;s after grouping data in Excel,https://superuser.com/q/1631038,41582,-663287800000.0
58,1631185,1631185,Open a file using Windows command line,https://superuser.com/q/1631185,41583,183242640000.0
59,1631184,1631184,How can a web browser intercept ctrl-alt-del?,https://superuser.com/a/1631184,41584,120560206000.0
60,1631172,1631172,How to make gpg-agent to use socket activation for all gpg command request,https://superuser.com/q/1631172,41585,391129430000.0
61,1631180,1631180,change &quot;PrtSc&quot; button behavior to perform right click,https://superuser.com/a/1631180,41586,-31745624000000.0
62,1631182,1631182,In Task Manager &quot;System&quot; is using GPU for &quot;GPU 1 - Copy&quot;,https://superuser.com/q/1631182,41587,2824716000000.0
63,1631175,1631175,MS Exchange 2016 CU19 Update Error: The operation failed because UPN value provided for addition/modification is not unique forest-wide,https://superuser.com/q/1631175,41588,-7206873000000.0
64,1631179,1631179,Snip &amp; Sketch tool not working - missing ms-screenclip protocol handler,https://superuser.com/a/1631179,41589,-97146420000.0
65,1631177,1631177,LDAP Custom Attribute based from compare,https://superuser.com/a/1631177,41590,-680405500000.0
66,1631170,1631170,LDAP Custom Attribute based from compare,https://superuser.com/q/1631170,41591,-292306100000.0
67,1631176,1631176,download file via http only if changed since last update,https://superuser.com/a/1631176,41592,4640555400000.0
68,1631174,1631174,How do I install Coreldraw 2020 v22 on custom folder?,https://superuser.com/q/1631174,41593,936616660000.0
69,1631173,1631173,Problems with partitioned disk in Windows 10 for installing Bio Linux,https://superuser.com/q/1631173,41594,-990419700000.0
70,1631171,1631171,"Perl module, which is it? .pm file, or system installed module?",https://superuser.com/q/1631171,41595,-184296080000.0
71,1631016,1631016,Getting Hyper-V-Hypervisor launch failed - I have windows home,https://superuser.com/q/1631016,41596,202264430000.0
72,1631168,1631168,How to disable/enable Bluetooth Low Energy (BLE) in Linux?,https://superuser.com/q/1631168,41597,-9563025000000.0
73,1631159,1631159,Why go I get &quot;dirty bit is set&quot; when renaming mounted VeraCrypt volume using fatlabel?,https://superuser.com/q/1631159,41598,29338350000000.0
74,1631169,1631169,Why go I get &quot;dirty bit is set&quot; when renaming mounted VeraCrypt volume using fatlabel?,https://superuser.com/a/1631169,41599,617499500000.0
75,1630986,1630986,How can I remove the letters “UTC” from the time in a column of cells with date and time entries?,https://superuser.com/q/1630986,41600,-10916865000000.0
76,1631055,1631055,Accessing Powercfg device details,https://superuser.com/q/1631055,41601,4271505500000000.0
77,1631040,1631040,Import data from existing word document to new one automatically,https://superuser.com/q/1631040,41602,-150620670000.0
78,1631161,1631161,Import data from existing word document to new one automatically,https://superuser.com/a/1631161,41603,-1347240100000.0
79,1631167,1631167,How can I remove the letters “UTC” from the time in a column of cells with date and time entries?,https://superuser.com/a/1631167,41604,-794854700000.0
80,1631166,1631166,Automating installing all Windows Updates and restart right now,https://superuser.com/a/1631166,41605,-1651952200000.0
81,1631045,1631045,Automating installing all Windows Updates and restart right now,https://superuser.com/q/1631045,41606,-14268442000000.0
82,1631164,1631164,Why do some SATA to USB adapters list a maximum supported drive size?,https://superuser.com/q/1631164,41607,-7688261500000.0
83,1631109,1631109,Bash script to unzip and rename files,https://superuser.com/q/1631109,41608,-1347438600000.0
84,1631163,1631163,Bash script to unzip and rename files,https://superuser.com/a/1631163,41609,-13913022000000.0
85,1630964,1630964,Batch script - copy file into all subfolders,https://superuser.com/a/1630964,41610,1979510400000.0
86,1630962,1630962,Batch script - copy file into all subfolders,https://superuser.com/q/1630962,41611,563253940000.0
87,1631114,1631114,Is metasploit is a virus?,https://superuser.com/q/1631114,41612,2372769200000.0
88,1631107,1631107,Local files open slowly in a browser,https://superuser.com/q/1631107,41613,-1085325100000.0
89,1631129,1631129,Is metasploit is a virus?,https://superuser.com/a/1631129,41614,-118997150000.0
90,1631156,1631156,How to generate dev channel Windows 10 insider iso?,https://superuser.com/q/1631156,41615,1661658500000.0
91,1631157,1631157,Apache loading PHP module - undefined symbol: unixd_config,https://superuser.com/a/1631157,41616,-458851800000.0
92,1631155,1631155,If MIN value occurs more than once with returned values,https://superuser.com/a/1631155,41617,-54018544000.0
93,1631151,1631151,If MIN value occurs more than once with returned values,https://superuser.com/q/1631151,41618,-2253579400000.0
94,1631154,1631154,Windows 10 won&#39;t let me use prntscrn hotkey to use lightshot,https://superuser.com/a/1631154,41619,336709880000.0
95,1631153,1631153,Laptop slow when closing the lid,https://superuser.com/a/1631153,41620,99431630000.0
96,1631145,1631145,Laptop slow when closing the lid,https://superuser.com/q/1631145,41621,-2801061000000.0
97,1631142,1631142,Monitor administrative shares access in Windows,https://superuser.com/q/1631142,41622,-1766700400000.0
98,1631146,1631146,Monitor administrative shares access in Windows,https://superuser.com/a/1631146,41623,-9733265000000.0
99,1631152,1631152,Raspberry Pi VPN for accessing streaming services abroad with remote setup,https://superuser.com/a/1631152,41624,186968600000.0
100,1631150,1631150,do i have to manually change the macos excel file name and location when excel gives me the autorecover message?,https://superuser.com/q/1631150,41625,22831784000.0
101,1631148,1631148,How to I persist prepended items to PATH in fish shell?,https://superuser.com/q/1631148,41626,-20131390000000.0
102,1631147,1631147,Why can&#39;t I read this file on a remote AWS server in Powershell?,https://superuser.com/q/1631147,41627,2246356500000.0
103,1631135,1631135,Why can hard drive recovery software see files on an external hard drive when my Mac can&#39;t connect?,https://superuser.com/q/1631135,41628,-2542176600000.0
104,1631144,1631144,Why can hard drive recovery software see files on an external hard drive when my Mac can&#39;t connect?,https://superuser.com/a/1631144,41629,40622480000000.0
105,1631143,1631143,"Assistance Needed with Nesting IF, MIN, and CountIF (possibly?)",https://superuser.com/a/1631143,41630,-384923400.0
106,1631132,1631132,"Assistance Needed with Nesting IF, MIN, and CountIF (possibly?)",https://superuser.com/q/1631132,41631,-267710900000.0
107,1631141,1631141,How can I edit a Bible for KDP&#39;s Kindle and Paperback?,https://superuser.com/q/1631141,41632,-1707166400000.0
108,1631139,1631139,Batch script - copy file into all subfolders,https://superuser.com/a/1631139,41633,-31299070000.0
109,1631138,1631138,Chrome 80 can resolve a non configured local hostname to ::1,https://superuser.com/a/1631138,41634,139027900000.0
110,1631130,1631130,Tomcat does not find servlet based on urlPatterns definition,https://superuser.com/q/1631130,41635,17772784000000.0
111,1631136,1631136,Linux Respin with Debian XFCE,https://superuser.com/q/1631136,41636,101279160000000.0
112,1631124,1631124,How can I read/write to an encrypted folder share on another computer?,https://superuser.com/q/1631124,41637,1965749300000.0
113,1631133,1631133,Local files open slowly in a browser,https://superuser.com/a/1631133,41638,-477959100000.0
114,1631127,1631127,Forward ssh connection to Android devices,https://superuser.com/a/1631127,41639,-6370108600000.0
115,1630985,1630985,Forward ssh connection to Android devices,https://superuser.com/q/1630985,41640,6219405000000.0
116,1631126,1631126,Can I identify Outlook invites for meetings that have been and gone?,https://superuser.com/a/1631126,41641,216011700000.0
117,1631128,1631128,Get the position of the last row in an Excel sheet,https://superuser.com/a/1631128,41642,-4144296400000.0
118,1631121,1631121,Get the position of the last row in an Excel sheet,https://superuser.com/q/1631121,41643,13111365000.0
119,1631044,1631044,"I&#39;ve disabled both my keyboard and mouse drivers, any way to enable them back via bmr?",https://superuser.com/q/1631044,41644,-133703240000.0
120,1631123,1631123,Can you add linux to ChromeOS with out removing Enterprise Enrollment?,https://superuser.com/q/1631123,41645,-1649911000000.0
121,1631122,1631122,C# - Multi Tasking software issue,https://superuser.com/q/1631122,41646,12221898000000.0
122,1631116,1631116,Android phone slowly charging message,https://superuser.com/q/1631116,41647,196981620000.0
123,1631118,1631118,How can I share a photo with skype using the default photo app (Windows 10)?,https://superuser.com/a/1631118,41648,-577544060000.0
124,1630780,1630780,Plink using Putty colour scheme,https://superuser.com/q/1630780,41649,1692436400000.0
125,1631115,1631115,SMB Unable Resolve Host,https://superuser.com/a/1631115,41650,44690104000.0
126,1631113,1631113,How can I add an additional email address to the &quot;From&quot; dropdown in Outlook 2016?,https://superuser.com/a/1631113,41651,9773613000000.0
127,1631112,1631112,Audio Peripheral Splitting Issue - Mixing 4 and 3 Lines,https://superuser.com/a/1631112,41652,1288888000000.0
128,1631106,1631106,Audio Peripheral Splitting Issue - Mixing 4 and 3 Lines,https://superuser.com/q/1631106,41653,-15656681000000.0
129,1631111,1631111,Disable animation motion paths &quot;snapping&quot; to other paths,https://superuser.com/a/1631111,41654,1496820900000.0
130,1631110,1631110,Change default path for VS Code workspace files [workspaceStorage]?,https://superuser.com/a/1631110,41655,-1655068800000.0
131,1631059,1631059,Change default path for VS Code workspace files [workspaceStorage]?,https://superuser.com/q/1631059,41656,-71807625000000.0
132,1631042,1631042,Create multicategory timeline chart in Excel,https://superuser.com/q/1631042,41657,-19206783000000.0
133,1631108,1631108,Create multicategory timeline chart in Excel,https://superuser.com/a/1631108,41658,-3719540500000.0
134,1631093,1631093,can Firewall detect vpn that a client use on their pc?,https://superuser.com/a/1631093,41659,381095180000.0
135,1631092,1631092,can Firewall detect vpn that a client use on their pc?,https://superuser.com/q/1631092,41660,428766950000.0
136,1631105,1631105,Keyboard shortcut to minimize Remote Desktop,https://superuser.com/a/1631105,41661,-1731867800000.0
137,1631104,1631104,How restrictive are new user limitations regarding replyinging or thanking through a DM,https://superuser.com/q/1631104,41662,15735866000000.0
138,1631103,1631103,Vim Stuck In Insert Mode,https://superuser.com/a/1631103,41663,6245627000000.0
139,1631088,1631088,Power on but no boot,https://superuser.com/q/1631088,41664,3075557000000.0
140,1631097,1631097,Does disabling Network adapter on virtual box stop all networking between guest and host os,https://superuser.com/q/1631097,41665,289097220000.0
141,1631102,1631102,Does disabling Network adapter on virtual box stop all networking between guest and host os,https://superuser.com/a/1631102,41666,177613000000.0
142,1631089,1631089,Why can&#39;t I inspect on google docs?,https://superuser.com/q/1631089,41667,-180276270000000.0
143,1631061,1631061,Restart Mysql in RHEL 7,https://superuser.com/q/1631061,41668,-8928838000000.0
144,1631101,1631101,Auto volume leveling with Windows Media Player 12,https://superuser.com/a/1631101,41669,-39450255000.0
145,1631100,1631100,&quot;Zombie&quot; file in ntfs drive,https://superuser.com/q/1631100,41670,895767540000.0
146,1631098,1631098,can Firewall detect vpn that a client use on their pc?,https://superuser.com/a/1631098,41671,4300007800000.0
147,1631096,1631096,TrueNAS Plex Jail DNS Error,https://superuser.com/a/1631096,41672,26524580000.0
148,1631012,1631012,TrueNAS Plex Jail DNS Error,https://superuser.com/q/1631012,41673,-1925967600000.0
149,1631091,1631091,"Excel transpose function returns a 0, multiple worksheets",https://superuser.com/q/1631091,41674,263912930000.0
150,1631095,1631095,"Excel transpose function returns a 0, multiple worksheets",https://superuser.com/a/1631095,41675,-2659813200000.0
151,1631018,1631018,Considerations before buying powerline adapter,https://superuser.com/q/1631018,41676,-28997749000000.0
152,1631069,1631069,HP Laptop slow keyboard and mouse response,https://superuser.com/q/1631069,41677,-2154903200000.0
153,1631090,1631090,HP Laptop slow keyboard and mouse response,https://superuser.com/a/1631090,41678,132784260000.0
154,1630939,1630939,"How do I count multiple levels of referrals (A referred B, B referred C, D &amp; E, E referred F, G, H, I, etc)?",https://superuser.com/a/1630939,41679,41742578000.0
155,1630889,1630889,"How do I count multiple levels of referrals (A referred B, B referred C, D &amp; E, E referred F, G, H, I, etc)?",https://superuser.com/q/1630889,41680,-47234343000000.0
156,1631085,1631085,Create 3D Clustered Column Chart,https://superuser.com/q/1631085,41681,25099338000000.0
157,1631087,1631087,How do I make HTTrack download at 15MBps?,https://superuser.com/a/1631087,41682,524364300000.0
158,1631086,1631086,Compare only files within the same source folder vs. Compare only files within the same source and sub folder,https://superuser.com/a/1631086,41683,-27525384000.0
159,1631065,1631065,UEFI doesn&#39;t recognize HDD for EFI boot,https://superuser.com/q/1631065,41684,-3097770600000.0
160,1630746,1630746,uTorrent free internet?,https://superuser.com/a/1630746,41685,1236105300000.0
161,1630737,1630737,uTorrent free internet?,https://superuser.com/q/1630737,41686,-1636131100000.0
162,1631083,1631083,what best distro linux for gamers?,https://superuser.com/q/1631083,41687,-5310544000000.0
163,1631082,1631082,Static IP for Ubuntu server in VirtualBox using Bridged Adapter,https://superuser.com/a/1631082,41688,300105400000.0
164,1630772,1630772,How to split large file on Windows?,https://superuser.com/a/1630772,41689,-387060700000.0
165,1631080,1631080,Why does Thundebird use ≈ 100 % CPU when transferring mails between different IMAP accounts (as well as other tasks)?,https://superuser.com/q/1631080,41690,1718485100000.0
166,1630978,1630978,"Someone&#39;s trying to hack me, don&#39;t understand how they are bypassing my router, please help me understand?",https://superuser.com/q/1630978,41691,-1179256600000.0
167,1631078,1631078,"Someone&#39;s trying to hack me, don&#39;t understand how they are bypassing my router, please help me understand?",https://superuser.com/a/1631078,41692,-80915810000.0
168,1631073,1631073,Power button missing from Windows 10 Control-Alt-Delete and login screens,https://superuser.com/a/1631073,41693,-11151718000.0
169,1631071,1631071,Double-Clicking on Razer Viper Mini?,https://superuser.com/q/1631071,41694,-67409200000000.0
170,1631079,1631079,Nightmare trying to solve a git conflict on a Xcode project,https://superuser.com/q/1631079,41695,-153839810000.0
171,1631077,1631077,Why does Ubuntu 18.04 LTS hang at bootup when installed in VirtualBox?,https://superuser.com/a/1631077,41696,-443056520000.0
172,1631076,1631076,Running postgres as a service on windows starts and stops immediately,https://superuser.com/a/1631076,41697,-1721927600000.0
173,1631075,1631075,Authentication to access SFTP service using LDAP/KeyClock,https://superuser.com/q/1631075,41698,-165408740000.0
174,1630814,1630814,Stable way to transfer mails between GMail account? Thunderbird fails,https://superuser.com/q/1630814,41699,2208877200000.0
175,1631074,1631074,Run the same command on all conemu tabs,https://superuser.com/a/1631074,41700,-1504076900000.0
176,1631072,1631072,Windows folder access working with share path but not using absolute path,https://superuser.com/a/1631072,41701,-2270461200000.0
177,1631056,1631056,Windows folder access working with share path but not using absolute path,https://superuser.com/q/1631056,41702,-224308850000.0
178,1631070,1631070,how to pause and resumeTCP packet,https://superuser.com/q/1631070,41703,-1409588100000.0
179,1631066,1631066,Combine columns from one table in one column in power query,https://superuser.com/q/1631066,41704,-3743669000000.0
180,1631068,1631068,Can not decrypt my gpg file anymore.Any tips?,https://superuser.com/a/1631068,41705,2479940400000.0
181,1631030,1631030,How to create my own certificate chain?,https://superuser.com/a/1631030,41706,-14307958000000.0
182,1631067,1631067,How to disable auto startup for Cisco Webex?,https://superuser.com/q/1631067,41707,8272882400000.0
183,1631064,1631064,Restart Mysql in RHEL 7,https://superuser.com/a/1631064,41708,-3259899800000.0
184,1631063,1631063,How can I get the Trust Relationship to the domain to stop failing?,https://superuser.com/a/1631063,41709,61525750000.0
185,1631050,1631050,Excel keyboard shortcut to edit formula in formula bar,https://superuser.com/q/1631050,41710,-162004620000.0
186,1631062,1631062,Excel keyboard shortcut to edit formula in formula bar,https://superuser.com/a/1631062,41711,-9876372000.0
187,1631060,1631060,Windows folder access working with share path but not using absolute path,https://superuser.com/a/1631060,41712,3890558500000.0
188,1631058,1631058,NVIDIA-SMI has failed because it couldn&#39;t communicate with the NVIDIA driver. Make sure that the latest NVIDIA driver is installed and running,https://superuser.com/q/1631058,41713,301510360000000.0
189,1631057,1631057,Is there a way to not select whitespace after a word when double-clicking?,https://superuser.com/a/1631057,41714,1976042000000.0
190,1631054,1631054,Macbook pro 2019 Mac OS Catalina crackling sound issues,https://superuser.com/q/1631054,41715,184481560000.0
191,1631023,1631023,"Firewall Can Ping Google DNS, VM behind Firewall cannot, all rules allowed",https://superuser.com/q/1631023,41716,1764266500000.0
192,1631020,1631020,gpg-agent ssh-support throwing sign_and_send_pubkey: signing failed for RSA &quot;(none)&quot; from agent: agent refused,https://superuser.com/q/1631020,41717,-272842980000.0
193,1631053,1631053,Make Windows 10 PC appear as bluetooth speaker,https://superuser.com/a/1631053,41718,753446000000.0
194,1631052,1631052,Force file link to open as a preview in [new] tab (instead of downloading),https://superuser.com/a/1631052,41719,-37870346000000.0
195,1631051,1631051,failed to run a qtwayland compositor,https://superuser.com/q/1631051,41720,-2070811800000.0
196,1631049,1631049,Videos have green tint only on one monitor,https://superuser.com/q/1631049,41721,-313478870000.0
197,1631048,1631048,Task Scheduler skip the task if my computer is not open,https://superuser.com/a/1631048,41722,233965080000.0
198,1631047,1631047,Rsyslog fills up disk - unexpected behaviour,https://superuser.com/q/1631047,41723,820647950000.0
199,1631046,1631046,"I&#39;ve disabled both my keyboard and mouse drivers, any way to enable them back via bmr?",https://superuser.com/a/1631046,41724,-917575700.0
200,1631041,1631041,Plink using Putty colour scheme,https://superuser.com/a/1631041,41725,-117246030000.0
201,1631043,1631043,Error: Can&#39;t open display: 0,https://superuser.com/a/1631043,41726,5400100300000.0
202,1631004,1631004,total noob python; jupyter_ ModuleNotFoundError:,https://superuser.com/q/1631004,41727,-11210643000000.0
203,1630813,1630813,I&#39;m moving users from one failing RDS to another and would like to take their numerous email accounts with them,https://superuser.com/q/1630813,41728,223847710000.0
204,1631039,1631039,I&#39;m moving users from one failing RDS to another and would like to take their numerous email accounts with them,https://superuser.com/a/1631039,41729,-224708620000.0
205,1631037,1631037,First and Last name in Excel given inconsistent data,https://superuser.com/a/1631037,41730,11541716000000.0
206,1631013,1631013,First and Last name in Excel given inconsistent data,https://superuser.com/q/1631013,41731,6646890000000.0
207,1631036,1631036,No able to send required option(i.e. option 16) in dhcpv6 using client dhclient in Linux,https://superuser.com/q/1631036,41732,-5972571000000.0
208,1630863,1630863,How can I create a custom view in outlook that searches shows emails in all folders that have been unresponded to in the past 3 hours?,https://superuser.com/q/1630863,41733,-5650330400000.0
209,1631035,1631035,How can I create a custom view in outlook that searches shows emails in all folders that have been unresponded to in the past 3 hours?,https://superuser.com/a/1631035,41734,-1484796200000.0
210,1631033,1631033,Plink using Putty colour scheme,https://superuser.com/a/1631033,41735,135655400000.0
211,1631032,1631032,The desktop is encrypting items automatically,https://superuser.com/a/1631032,41736,-9190095000000.0
212,1631029,1631029,60Hz on my monitor doesn&#39;t feel smooth (feels choppy),https://superuser.com/q/1631029,41737,-8345619000000.0
213,1631028,1631028,Local taskbar displaying over RDP desktop due to screen scaling,https://superuser.com/q/1631028,41738,44260263000000.0
214,1631026,1631026,"Why is black (0, 0, 0) the default color of transparency?",https://superuser.com/q/1631026,41739,20498944000000.0
215,1631027,1631027,"Why is black (0, 0, 0) the default color of transparency?",https://superuser.com/a/1631027,41740,6454778500000.0
216,1631025,1631025,zfs mount points are disappearing on reboot. how to fix it?,https://superuser.com/a/1631025,41741,476519960000.0
217,1631003,1631003,Install postgres without apt-get,https://superuser.com/a/1631003,41742,-5867126700000.0
218,1631024,1631024,Need to force unsigned firefox extensions to be installed (2021),https://superuser.com/q/1631024,41743,1422606100000.0
219,1631022,1631022,How to prevent MS Office from adding shortcuts to Logitech&#39;s SetPoint?,https://superuser.com/a/1631022,41744,-57130940000.0
220,1631021,1631021,"QTFF, ISO 14496-12 and elst-media_time value",https://superuser.com/q/1631021,41745,-903738200000.0
221,1631019,1631019,Compare two alternative shell scripts performance-wise,https://superuser.com/q/1631019,41746,16905581000.0
222,1631017,1631017,Desktop screen turns off then on when the room light comes on/off,https://superuser.com/a/1631017,41747,-278179680000.0
223,1631015,1631015,Why do certain disk operations hang for like ~7 seconds before they are executed?,https://superuser.com/q/1631015,41748,-199596600000.0
224,1631005,1631005,Why my broswer stuck when I switch from vmware to host?,https://superuser.com/q/1631005,41749,-3127141500000.0
225,1631011,1631011,How to search inside Firefox tabs when in Incognito mode,https://superuser.com/q/1631011,41750,-4730443000000.0
226,1631009,1631009,System.FormatException: &#39;Input string was not in a correct format&#39; C#,https://superuser.com/q/1631009,41751,-7409330300000.0
227,1631008,1631008,Is there a way to read or interact with namedpipes remotely if endmapper is open on port 135?,https://superuser.com/q/1631008,41752,-748550360000.0
228,1631006,1631006,How can I stop firewalld from interrupting an existing outgoing ssh exec session when it is started or restarted?,https://superuser.com/q/1631006,41753,-693203000000.0
229,1630913,1630913,Why is my pc Sound muffled in earphones but becomes okay when I press and hold the play button,https://superuser.com/q/1630913,41754,40212273000000.0
230,1630971,1630971,Is SMB 1.0 Client vulnerable to the port 139 hack or is it just the server?,https://superuser.com/q/1630971,41755,-64869240000000.0
231,1631002,1631002,Docker CE upgrade on Red Hat Enterprise Linux Server release 7.9 (Maipo),https://superuser.com/q/1631002,41756,5849180300000.0
232,1631001,1631001,"Disabled WSL, windows stuck in preparing automatic repair loop",https://superuser.com/q/1631001,41757,158759270000000.0
233,1631000,1631000,Secure Boot - Custom signed bootloader,https://superuser.com/a/1631000,41758,-66038080000.0
234,1630999,1630999,Is SMB 1.0 Client vulnerable to the port 139 hack or is it just the server?,https://superuser.com/a/1630999,41759,680219500000.0
235,1630998,1630998,How do i re login in chromium,https://superuser.com/q/1630998,41760,8390684700000.0
236,1630997,1630997,Control the charging of battery in Ubuntu,https://superuser.com/q/1630997,41761,12370536000000.0
237,1630996,1630996,"Someone&#39;s trying to hack me, don&#39;t understand how they are bypassing my router, please help me understand?",https://superuser.com/a/1630996,41762,-828202700000.0
238,1630995,1630995,Which MPoA bridging protocol to use for delegating the public IP to an external router?,https://superuser.com/q/1630995,41763,-457494330000.0
239,1630994,1630994,No discs on my computer &amp; black screen,https://superuser.com/q/1630994,41764,-384507450000.0
