post_id,Id,title,link,post_indicies
1631201,1631201,UEFI Windows + GPT SSD won&#39;t boot without CSM enabled,https://superuser.com/q/1631201,41565
1631099,1631099,Having a issue using Batch command to move a file into Users Appdata,https://superuser.com/q/1631099,41566
1631120,1631120,Can I identify Outlook invites for meetings that have been and gone?,https://superuser.com/q/1631120,41567
1631199,1631199,Excel Formula for Scoring System,https://superuser.com/q/1631199,41568
1631181,1631181,Count all called programs/commands from ~/.bash_history,https://superuser.com/q/1631181,41569
1631188,1631188,Replace section of audio in a video with FFmpeg,https://superuser.com/q/1631188,41570
1631194,1631194,Is it possible to include -T option of scp in .ssh/config?,https://superuser.com/q/1631194,41573
1631178,1631178,How to configure Tor as service on windows?,https://superuser.com/q/1631178,41574
1631187,1631187,Difference between Chrome and Edge,https://superuser.com/q/1631187,41578
1631189,1631189,How to remove the vboxsf group membership requirement from VirtualBox shared folders?,https://superuser.com/q/1631189,41579
1631038,1631038,How to add column with numeric range of ID&#39;s after grouping data in Excel,https://superuser.com/q/1631038,41582
1631185,1631185,Open a file using Windows command line,https://superuser.com/q/1631185,41583
1631172,1631172,How to make gpg-agent to use socket activation for all gpg command request,https://superuser.com/q/1631172,41585
1631182,1631182,In Task Manager &quot;System&quot; is using GPU for &quot;GPU 1 - Copy&quot;,https://superuser.com/q/1631182,41587
1631175,1631175,MS Exchange 2016 CU19 Update Error: The operation failed because UPN value provided for addition/modification is not unique forest-wide,https://superuser.com/q/1631175,41588
1631170,1631170,LDAP Custom Attribute based from compare,https://superuser.com/q/1631170,41591
1631174,1631174,How do I install Coreldraw 2020 v22 on custom folder?,https://superuser.com/q/1631174,41593
1631173,1631173,Problems with partitioned disk in Windows 10 for installing Bio Linux,https://superuser.com/q/1631173,41594
1631171,1631171,"Perl module, which is it? .pm file, or system installed module?",https://superuser.com/q/1631171,41595
1631016,1631016,Getting Hyper-V-Hypervisor launch failed - I have windows home,https://superuser.com/q/1631016,41596
1631168,1631168,How to disable/enable Bluetooth Low Energy (BLE) in Linux?,https://superuser.com/q/1631168,41597
1631159,1631159,Why go I get &quot;dirty bit is set&quot; when renaming mounted VeraCrypt volume using fatlabel?,https://superuser.com/q/1631159,41598
1630986,1630986,How can I remove the letters “UTC” from the time in a column of cells with date and time entries?,https://superuser.com/q/1630986,41600
1631055,1631055,Accessing Powercfg device details,https://superuser.com/q/1631055,41601
1631040,1631040,Import data from existing word document to new one automatically,https://superuser.com/q/1631040,41602
1631045,1631045,Automating installing all Windows Updates and restart right now,https://superuser.com/q/1631045,41606
1631164,1631164,Why do some SATA to USB adapters list a maximum supported drive size?,https://superuser.com/q/1631164,41607
1631109,1631109,Bash script to unzip and rename files,https://superuser.com/q/1631109,41608
1630962,1630962,Batch script - copy file into all subfolders,https://superuser.com/q/1630962,41611
1631114,1631114,Is metasploit is a virus?,https://superuser.com/q/1631114,41612
1631107,1631107,Local files open slowly in a browser,https://superuser.com/q/1631107,41613
1631156,1631156,How to generate dev channel Windows 10 insider iso?,https://superuser.com/q/1631156,41615
1631151,1631151,If MIN value occurs more than once with returned values,https://superuser.com/q/1631151,41618
1631145,1631145,Laptop slow when closing the lid,https://superuser.com/q/1631145,41621
1631142,1631142,Monitor administrative shares access in Windows,https://superuser.com/q/1631142,41622
1631150,1631150,do i have to manually change the macos excel file name and location when excel gives me the autorecover message?,https://superuser.com/q/1631150,41625
1631148,1631148,How to I persist prepended items to PATH in fish shell?,https://superuser.com/q/1631148,41626
1631147,1631147,Why can&#39;t I read this file on a remote AWS server in Powershell?,https://superuser.com/q/1631147,41627
1631135,1631135,Why can hard drive recovery software see files on an external hard drive when my Mac can&#39;t connect?,https://superuser.com/q/1631135,41628
1631132,1631132,"Assistance Needed with Nesting IF, MIN, and CountIF (possibly?)",https://superuser.com/q/1631132,41631
1631141,1631141,How can I edit a Bible for KDP&#39;s Kindle and Paperback?,https://superuser.com/q/1631141,41632
1631130,1631130,Tomcat does not find servlet based on urlPatterns definition,https://superuser.com/q/1631130,41635
1631136,1631136,Linux Respin with Debian XFCE,https://superuser.com/q/1631136,41636
1631124,1631124,How can I read/write to an encrypted folder share on another computer?,https://superuser.com/q/1631124,41637
1630985,1630985,Forward ssh connection to Android devices,https://superuser.com/q/1630985,41640
1631121,1631121,Get the position of the last row in an Excel sheet,https://superuser.com/q/1631121,41643
1631044,1631044,"I&#39;ve disabled both my keyboard and mouse drivers, any way to enable them back via bmr?",https://superuser.com/q/1631044,41644
1631123,1631123,Can you add linux to ChromeOS with out removing Enterprise Enrollment?,https://superuser.com/q/1631123,41645
1631122,1631122,C# - Multi Tasking software issue,https://superuser.com/q/1631122,41646
1631116,1631116,Android phone slowly charging message,https://superuser.com/q/1631116,41647
1630780,1630780,Plink using Putty colour scheme,https://superuser.com/q/1630780,41649
1631106,1631106,Audio Peripheral Splitting Issue - Mixing 4 and 3 Lines,https://superuser.com/q/1631106,41653
1631059,1631059,Change default path for VS Code workspace files [workspaceStorage]?,https://superuser.com/q/1631059,41656
1631042,1631042,Create multicategory timeline chart in Excel,https://superuser.com/q/1631042,41657
1631092,1631092,can Firewall detect vpn that a client use on their pc?,https://superuser.com/q/1631092,41660
1631104,1631104,How restrictive are new user limitations regarding replyinging or thanking through a DM,https://superuser.com/q/1631104,41662
1631088,1631088,Power on but no boot,https://superuser.com/q/1631088,41664
1631097,1631097,Does disabling Network adapter on virtual box stop all networking between guest and host os,https://superuser.com/q/1631097,41665
1631089,1631089,Why can&#39;t I inspect on google docs?,https://superuser.com/q/1631089,41667
1631061,1631061,Restart Mysql in RHEL 7,https://superuser.com/q/1631061,41668
1631100,1631100,&quot;Zombie&quot; file in ntfs drive,https://superuser.com/q/1631100,41670
1631012,1631012,TrueNAS Plex Jail DNS Error,https://superuser.com/q/1631012,41673
1631091,1631091,"Excel transpose function returns a 0, multiple worksheets",https://superuser.com/q/1631091,41674
1631018,1631018,Considerations before buying powerline adapter,https://superuser.com/q/1631018,41676
1631069,1631069,HP Laptop slow keyboard and mouse response,https://superuser.com/q/1631069,41677
1630889,1630889,"How do I count multiple levels of referrals (A referred B, B referred C, D &amp; E, E referred F, G, H, I, etc)?",https://superuser.com/q/1630889,41680
1631085,1631085,Create 3D Clustered Column Chart,https://superuser.com/q/1631085,41681
1631065,1631065,UEFI doesn&#39;t recognize HDD for EFI boot,https://superuser.com/q/1631065,41684
1630737,1630737,uTorrent free internet?,https://superuser.com/q/1630737,41686
1631083,1631083,what best distro linux for gamers?,https://superuser.com/q/1631083,41687
1631080,1631080,Why does Thundebird use ≈ 100 % CPU when transferring mails between different IMAP accounts (as well as other tasks)?,https://superuser.com/q/1631080,41690
1630978,1630978,"Someone&#39;s trying to hack me, don&#39;t understand how they are bypassing my router, please help me understand?",https://superuser.com/q/1630978,41691
1631071,1631071,Double-Clicking on Razer Viper Mini?,https://superuser.com/q/1631071,41694
1631079,1631079,Nightmare trying to solve a git conflict on a Xcode project,https://superuser.com/q/1631079,41695
1631075,1631075,Authentication to access SFTP service using LDAP/KeyClock,https://superuser.com/q/1631075,41698
1630814,1630814,Stable way to transfer mails between GMail account? Thunderbird fails,https://superuser.com/q/1630814,41699
1631056,1631056,Windows folder access working with share path but not using absolute path,https://superuser.com/q/1631056,41702
1631070,1631070,how to pause and resumeTCP packet,https://superuser.com/q/1631070,41703
1631066,1631066,Combine columns from one table in one column in power query,https://superuser.com/q/1631066,41704
1631067,1631067,How to disable auto startup for Cisco Webex?,https://superuser.com/q/1631067,41707
1631050,1631050,Excel keyboard shortcut to edit formula in formula bar,https://superuser.com/q/1631050,41710
1631058,1631058,NVIDIA-SMI has failed because it couldn&#39;t communicate with the NVIDIA driver. Make sure that the latest NVIDIA driver is installed and running,https://superuser.com/q/1631058,41713
1631054,1631054,Macbook pro 2019 Mac OS Catalina crackling sound issues,https://superuser.com/q/1631054,41715
1631023,1631023,"Firewall Can Ping Google DNS, VM behind Firewall cannot, all rules allowed",https://superuser.com/q/1631023,41716
1631020,1631020,gpg-agent ssh-support throwing sign_and_send_pubkey: signing failed for RSA &quot;(none)&quot; from agent: agent refused,https://superuser.com/q/1631020,41717
1631051,1631051,failed to run a qtwayland compositor,https://superuser.com/q/1631051,41720
1631049,1631049,Videos have green tint only on one monitor,https://superuser.com/q/1631049,41721
1631047,1631047,Rsyslog fills up disk - unexpected behaviour,https://superuser.com/q/1631047,41723
1631004,1631004,total noob python; jupyter_ ModuleNotFoundError:,https://superuser.com/q/1631004,41727
1630813,1630813,I&#39;m moving users from one failing RDS to another and would like to take their numerous email accounts with them,https://superuser.com/q/1630813,41728
1631013,1631013,First and Last name in Excel given inconsistent data,https://superuser.com/q/1631013,41731
1631036,1631036,No able to send required option(i.e. option 16) in dhcpv6 using client dhclient in Linux,https://superuser.com/q/1631036,41732
1630863,1630863,How can I create a custom view in outlook that searches shows emails in all folders that have been unresponded to in the past 3 hours?,https://superuser.com/q/1630863,41733
1631029,1631029,60Hz on my monitor doesn&#39;t feel smooth (feels choppy),https://superuser.com/q/1631029,41737
1631028,1631028,Local taskbar displaying over RDP desktop due to screen scaling,https://superuser.com/q/1631028,41738
1631026,1631026,"Why is black (0, 0, 0) the default color of transparency?",https://superuser.com/q/1631026,41739
1631024,1631024,Need to force unsigned firefox extensions to be installed (2021),https://superuser.com/q/1631024,41743
1631021,1631021,"QTFF, ISO 14496-12 and elst-media_time value",https://superuser.com/q/1631021,41745
1631019,1631019,Compare two alternative shell scripts performance-wise,https://superuser.com/q/1631019,41746
1631015,1631015,Why do certain disk operations hang for like ~7 seconds before they are executed?,https://superuser.com/q/1631015,41748
1631005,1631005,Why my broswer stuck when I switch from vmware to host?,https://superuser.com/q/1631005,41749
1631011,1631011,How to search inside Firefox tabs when in Incognito mode,https://superuser.com/q/1631011,41750
1631009,1631009,System.FormatException: &#39;Input string was not in a correct format&#39; C#,https://superuser.com/q/1631009,41751
1631008,1631008,Is there a way to read or interact with namedpipes remotely if endmapper is open on port 135?,https://superuser.com/q/1631008,41752
1631006,1631006,How can I stop firewalld from interrupting an existing outgoing ssh exec session when it is started or restarted?,https://superuser.com/q/1631006,41753
1630913,1630913,Why is my pc Sound muffled in earphones but becomes okay when I press and hold the play button,https://superuser.com/q/1630913,41754
1630971,1630971,Is SMB 1.0 Client vulnerable to the port 139 hack or is it just the server?,https://superuser.com/q/1630971,41755
1631002,1631002,Docker CE upgrade on Red Hat Enterprise Linux Server release 7.9 (Maipo),https://superuser.com/q/1631002,41756
1631001,1631001,"Disabled WSL, windows stuck in preparing automatic repair loop",https://superuser.com/q/1631001,41757
1630998,1630998,How do i re login in chromium,https://superuser.com/q/1630998,41760
1630997,1630997,Control the charging of battery in Ubuntu,https://superuser.com/q/1630997,41761
1630995,1630995,Which MPoA bridging protocol to use for delegating the public IP to an external router?,https://superuser.com/q/1630995,41763
1630994,1630994,No discs on my computer &amp; black screen,https://superuser.com/q/1630994,41764
1630452,1630452,MacMini 2021 M1 - Force Purge HD space,https://superuser.com/q/1630452,41768
1630990,1630990,Google Chrome OS HP develor mode wants tk delete everything,https://superuser.com/q/1630990,41769
1630989,1630989,"Libre Office Writer, remove grey background of Asian Phonetic Guide",https://superuser.com/q/1630989,41770
1630987,1630987,AMD beating intel due more to TSMC fab or their own chip design,https://superuser.com/q/1630987,41771
1630821,1630821,Excel power query refresh locks up source file. Complete Excel shutdown required to unlock,https://superuser.com/q/1630821,41774
1630981,1630981,Running badblocks for just the last 3 tests,https://superuser.com/q/1630981,41775
1630969,1630969,Is it safe to run the memez computer trojan in a virtualbox vm?,https://superuser.com/q/1630969,41776
1630979,1630979,Data on new internal secaondary HDD erased on connecting,https://superuser.com/q/1630979,41779
1630968,1630968,PDF Equivalent of notepad++&#39;s &quot;Find all in current document&quot;,https://superuser.com/q/1630968,41780
1630906,1630906,"Identifying, Locating and Amending or Removing Keyboard Shortcuts and Hotkeys in Windows 10",https://superuser.com/q/1630906,41785
1630732,1630732,Remote Desktop AVC 444 Hardware Encoding with Super Ultrawide Display,https://superuser.com/q/1630732,41786
1630966,1630966,How to change option and option-shift character shortcuts on a Mac?,https://superuser.com/q/1630966,41788
1630593,1630593,Let VMware keep focus when mouse is outside of window,https://superuser.com/q/1630593,41790
1630958,1630958,What advantages does the Seagate 8TB ST8000AS0002 have over the ST8000NM0105?,https://superuser.com/q/1630958,41792
1630961,1630961,"Graphic card does not perform well when I plug in my AC adapter. However, it does on the Battery mode",https://superuser.com/q/1630961,41793
1630960,1630960,How to set up a shared Drive folder across machines?,https://superuser.com/q/1630960,41794
1630953,1630953,What does &quot;recovering from crashes&quot; have to do with windows.com?,https://superuser.com/q/1630953,41795
1630956,1630956,Copying names from one sheet to another based on 1 of 6 criteria in another cell,https://superuser.com/q/1630956,41797
1630858,1630858,How to remove spaces in PowerShell append,https://superuser.com/q/1630858,41798
1630951,1630951,Excel Formula - string multiple logical steps together,https://superuser.com/q/1630951,41801
1630882,1630882,Using keyboard shortcuts on multliple machines using VM &amp; RDP,https://superuser.com/q/1630882,41804
1630947,1630947,Unable to print from (only) Windows Mail,https://superuser.com/q/1630947,41805
1630731,1630731,"In a Telegram chatting group, how to navigate to a particular date?",https://superuser.com/q/1630731,41806
1630724,1630724,Minimalist way of sending plain text to another computer,https://superuser.com/q/1630724,41809
1630831,1630831,Windows10: Import the start menu of an existing user account to a new user account,https://superuser.com/q/1630831,41811
1630945,1630945,Redirect script to overcome Excel hyperlinks to secure website requiring login,https://superuser.com/q/1630945,41812
1630938,1630938,minimal initramfs (with root on LVM),https://superuser.com/q/1630938,41813
1630880,1630880,Calculate work hours,https://superuser.com/q/1630880,41814
1630937,1630937,Only getting fraction of gigabit ethernet speed on home network with windows 10,https://superuser.com/q/1630937,41815
1630864,1630864,see DNS request hosts from any wireless networks(without knowing password),https://superuser.com/q/1630864,41816
1630707,1630707,GCP won&#39;t provision SSL certs for Load Balancer w/ HTTPS redirect,https://superuser.com/q/1630707,41819
1630933,1630933,Sudden image burn-in on laptop screen - maybe caused by malfunction of graphics card?,https://superuser.com/q/1630933,41821
1630931,1630931,If SM Bus Controller is missing is that of any consequence,https://superuser.com/q/1630931,41823
1630930,1630930,Localhost login information i did not create,https://superuser.com/q/1630930,41824
1630929,1630929,Access shared folder from mapped network computer,https://superuser.com/q/1630929,41825
1630927,1630927,"Windows 10 shows themed images on login screen, then opens browser to page related to image after login - how can I prevent it?",https://superuser.com/q/1630927,41826
1630915,1630915,Formatting date in bash script issue,https://superuser.com/q/1630915,41828
1630925,1630925,Yocto: do_rootfs fails because can&#39;t find the package I&#39;m building,https://superuser.com/q/1630925,41829
1630924,1630924,Outlook 365: &quot;Preface comments with&quot; option setting not persistent,https://superuser.com/q/1630924,41830
1630852,1630852,Open WSL&#39;s .exe with Windows Terminal,https://superuser.com/q/1630852,41831
1630900,1630900,Change Date stamp to just Month and Year,https://superuser.com/q/1630900,41834
1630899,1630899,"In Linux Mate-window manager, Maximize length of window (keep width the same)",https://superuser.com/q/1630899,41835
1630874,1630874,Is it possible to invert the onmousehover behaviour in a browser?,https://superuser.com/q/1630874,41838
1630914,1630914,Laptop bios does not detect bootable USB - Tried everything,https://superuser.com/q/1630914,41841
1630912,1630912,What is causing my home LAMP server to wait about 57 seconds before serving up a web page?,https://superuser.com/q/1630912,41842
1630786,1630786,What is the point of turning off CPU virtualization?,https://superuser.com/q/1630786,41844
1630909,1630909,"Best SSD for an ultrabook: &quot;Samsung 970 Plus 1TB&quot;, &quot;Samsung 970 Pro 1TB&quot; or &quot;Intel H10 1TB + 32 Optane&quot;?",https://superuser.com/q/1630909,41845
1630658,1630658,the .m3u8 video being downloaded converted to mp4 result in trouble,https://superuser.com/q/1630658,41846
1630905,1630905,Is there a way I can reformat numbers in a Word document?,https://superuser.com/q/1630905,41848
1630904,1630904,How do I make a program run when the start button is clicked in Windows 10?,https://superuser.com/q/1630904,41849
1630756,1630756,"grub-install: error: embedding is not possible, but this is required for RAID and LVM install",https://superuser.com/q/1630756,41852
1630657,1630657,No longer able to ssh to my LAN from VPN,https://superuser.com/q/1630657,41854
1630891,1630891,Booting XCP-NG from USB comes up with a black screen,https://superuser.com/q/1630891,41855
1630665,1630665,Excel Opening a New Excel When I Hit Enter,https://superuser.com/q/1630665,41856
1630896,1630896,Windows and Mac Shared Storage Permission Issue,https://superuser.com/q/1630896,41857
1630618,1630618,Toggle Windows 10 keyboard enabled/disabled state conditionally or programmatically,https://superuser.com/q/1630618,41858
1630894,1630894,How to setup docker in read_only mode in docker-compose,https://superuser.com/q/1630894,41859
1630879,1630879,Text font from this piece of text,https://superuser.com/q/1630879,41860
1630861,1630861,Why does thumbnail from deleted photo still shows up in the Photos tile in Windows 10?,https://superuser.com/q/1630861,41866
1630883,1630883,-arecord command - How does one use this line and sends the file to the FTP server,https://superuser.com/q/1630883,41867
1630881,1630881,Why windirstat only report 95GB usage even though clearly we have used 237GB,https://superuser.com/q/1630881,41868
1630815,1630815,I don&#39;t see option to login to my google managed account from Chromium,https://superuser.com/q/1630815,41871
1630875,1630875,How to navigate to recycle bin through system level powershell,https://superuser.com/q/1630875,41872
1630824,1630824,Force Dark mode for Apps in Windows 10,https://superuser.com/q/1630824,41875
1630869,1630869,How to force Gmail Add to Calendar function to add a link back to original message or message thread,https://superuser.com/q/1630869,41879
1630862,1630862,Google Workspace with Outlook: set up multiple Gmail accounts to single Google Workspace mail profile,https://superuser.com/q/1630862,41881
1630830,1630830,Does my motherboard supports NVME SSD or SATA ssd,https://superuser.com/q/1630830,41882
1630866,1630866,&quot;I forgot my pin&quot; on windows 10 does not work,https://superuser.com/q/1630866,41884
1630860,1630860,Keyboard issue on Hyper-V Virtual Machine Connection with Ubuntu,https://superuser.com/q/1630860,41885
1630839,1630839,Unusual designs inside of laptop LCD,https://superuser.com/q/1630839,41886
1630854,1630854,Windows computer with contradictory CPU readings,https://superuser.com/q/1630854,41889
1630851,1630851,Is Microsoft really updating Calculator each and every week?,https://superuser.com/q/1630851,41890
1630849,1630849,How can I change paper size in Windows 10 native scanning agent?,https://superuser.com/q/1630849,41892
1630848,1630848,Kali Hotspot with Internet access thru proxy,https://superuser.com/q/1630848,41893
1630846,1630846,Good glowing usb option that *always* glows?,https://superuser.com/q/1630846,41895
1630845,1630845,Allow client to client communication in OpenVPN for certain IP range,https://superuser.com/q/1630845,41896
1630829,1630829,Copy site address from Chrome to work like in Chromium Edge,https://superuser.com/q/1630829,41897
1630810,1630810,"I need to compare a previous cell value to the current cell value after refresh. Then, I need to run a Sub",https://superuser.com/q/1630810,41899
1630456,1630456,ffmpeg batch file that uses the # of audio channels to select rip method,https://superuser.com/q/1630456,41901
1630646,1630646,Booting Linux mint from USB - device not listed,https://superuser.com/q/1630646,41902
1630837,1630837,Hping3 not working on BigIP target server,https://superuser.com/q/1630837,41904
1630540,1630540,CMD crashes without any error when running Citrix clean up tool,https://superuser.com/q/1630540,41907
1630807,1630807,Higher resolution (720p1080p) pytube video donot have sound. how to do with ffmpeg and with other sources exactly,https://superuser.com/q/1630807,41910
1630827,1630827,Windows XP wont boot when SATA controller mode is switched to compatible (IDE),https://superuser.com/q/1630827,41911
1630818,1630818,Default files sort order used by &quot;dir&quot; command / core Windows 10,https://superuser.com/q/1630818,41915
1630820,1630820,Ubuntu machine as gateway does not provide dns service,https://superuser.com/q/1630820,41916
1630763,1630763,"KDE5 Plasma Launcher does not find some files, but baloosearch does - how to fix?",https://superuser.com/q/1630763,41920
1630791,1630791,How to hide or show all desktop icons from the command line,https://superuser.com/q/1630791,41923
1630805,1630805,Networked folder &#39;type to jump to folder&#39; working sequentially on letters typed rather than searching for all letters typed,https://superuser.com/q/1630805,41925
1630804,1630804,How to make your computer fan quieter during voice/video calls without headphones?,https://superuser.com/q/1630804,41926
1630801,1630801,WSL2 hinders VirtualBox to work,https://superuser.com/q/1630801,41927
1630669,1630669,Increase buffer size for a specific socket on Linux,https://superuser.com/q/1630669,41931
1630799,1630799,How to scroll two panes in sync in tmux?,https://superuser.com/q/1630799,41932
1630740,1630740,The limit of Windows10 Context Menu Share (the size and count of file),https://superuser.com/q/1630740,41938
1630788,1630788,iphone tethering to raspberry to ethernet device,https://superuser.com/q/1630788,41941
1630601,1630601,Why using b-frames does not reduce the size of my video (using ffmpeg and nvenc)?,https://superuser.com/q/1630601,41943
1630787,1630787,"SSH hangs on Mac OS X Big Sur 11.2 when connecting with domain, not with IP",https://superuser.com/q/1630787,41944
1630785,1630785,Illegal operation attempted on a registry key that has been marked for deletion,https://superuser.com/q/1630785,41945
1630784,1630784,Backing up Windows drive under Linux OS?,https://superuser.com/q/1630784,41946
1630762,1630762,FFMPEG - Screen capture with mic and speaker audios,https://superuser.com/q/1630762,41947
1630699,1630699,PuTTY sending extra garbage before each Telnet command,https://superuser.com/q/1630699,41948
1630778,1630778,How to create &quot;ghost-drive&quot; without change the directory?,https://superuser.com/q/1630778,41953
1630779,1630779,etckeeper - access control,https://superuser.com/q/1630779,41954
1630736,1630736,Make Teracopy the only choice and remove the default win 10 copy application,https://superuser.com/q/1630736,41957
1630748,1630748,Load websites removing certain URLs,https://superuser.com/q/1630748,41959
1630572,1630572,What does the mortar and pestle Safari address bar icon indicate,https://superuser.com/q/1630572,41960
1630771,1630771,Is it possible to prefill new pages with data/text?,https://superuser.com/q/1630771,41961
1630768,1630768,"My e-mail is being used to send spam, what can I do?",https://superuser.com/q/1630768,41963
1630767,1630767,How to use Google News to browse Japanese news in english?,https://superuser.com/q/1630767,41964
1630760,1630760,Is there a tool for resolving folder merges intelligently?,https://superuser.com/q/1630760,41969
1630722,1630722,How to use file path stored in a cell in another cell to refer to a value in excel,https://superuser.com/q/1630722,41970
1630758,1630758,Can&#39;t exclude file contents from text search,https://superuser.com/q/1630758,41972
1630752,1630752,How to figure out the cause of a performance issue on one server of the three,https://superuser.com/q/1630752,41974
1630529,1630529,Colobot 1.3 after installation doesn&#39;t see mounted image,https://superuser.com/q/1630529,41975
1630747,1630747,I&#39;m stuck forever in chrome print... as i&#39;m using google drive thru google chrome,https://superuser.com/q/1630747,41977
1630745,1630745,Why does Safari use 100% cpu when doing nothing,https://superuser.com/q/1630745,41978
1630739,1630739,How to login to personal account on school issue chromebook,https://superuser.com/q/1630739,41982
1630629,1630629,Why is VIM not listening to local .editorconfig?,https://superuser.com/q/1630629,41985
1630733,1630733,can i use a network switch plugged into a wall outlet that is already coming from a switch?,https://superuser.com/q/1630733,41986
1630667,1630667,Overclock settings aren&#39;t being applied after some time,https://superuser.com/q/1630667,41989
1630730,1630730,Excel vba to check if a sharepoint file is in use/editable,https://superuser.com/q/1630730,41990
1630727,1630727,Windows 10 v1909 Memory Leak,https://superuser.com/q/1630727,41991
1630725,1630725,Show alert on mac when laptop is using excessive power,https://superuser.com/q/1630725,41993
1630723,1630723,how to configure windows 2012 SNAT?,https://superuser.com/q/1630723,41994
1630721,1630721,How to average 2 frames every 5 using common linux video tools?,https://superuser.com/q/1630721,41995
1630720,1630720,SSD on DVD drive,https://superuser.com/q/1630720,41996
1630719,1630719,Networking joining 2 networks togeather,https://superuser.com/q/1630719,41997
1630715,1630715,XPS 13 2-in-1 7390,https://superuser.com/q/1630715,42000
1630712,1630712,Slow wifi using extender on only one device,https://superuser.com/q/1630712,42003
1630569,1630569,"How can I find repos of my GitHub account repos from GitHub Desktop, once a local repo takes all the place in the app?",https://superuser.com/q/1630569,42004
1630709,1630709,How do I change my IRC host name?,https://superuser.com/q/1630709,42006
1630705,1630705,How to OCR this subtitle?,https://superuser.com/q/1630705,42008
1630704,1630704,How to remove the background color from start menu items,https://superuser.com/q/1630704,42009
1630519,1630519,Unable to LogIn to MAMP Pro,https://superuser.com/q/1630519,42010
1630702,1630702,How can I connect to my schools WiFi with Arch Linux?,https://superuser.com/q/1630702,42011
1630701,1630701,Is it fine that I deleted stuff in programdata?,https://superuser.com/q/1630701,42012
1630700,1630700,Setting up 2 External IPs in a home network,https://superuser.com/q/1630700,42014
1630695,1630695,BitLocker Protection Off?,https://superuser.com/q/1630695,42017
1630660,1630660,Local domains redirecting to https Win10 on 3 main browsers,https://superuser.com/q/1630660,42020
1630691,1630691,"After Resuming from Sleep, Second SATA HDD Visible, But Not Accessible",https://superuser.com/q/1630691,42021
1630689,1630689,Multiple separate VPNs with only one OpenVPN server and port?,https://superuser.com/q/1630689,42023
1630686,1630686,File not found in home,https://superuser.com/q/1630686,42025
1630684,1630684,Trying to increment numbers using bash,https://superuser.com/q/1630684,42027
1630683,1630683,Do the animations that Apple use of their products on their websites require expensive quick servers?,https://superuser.com/q/1630683,42028
1630682,1630682,"Windows Terminal - login to SSH, su, and keep terminal tab open",https://superuser.com/q/1630682,42029
1630679,1630679,Can I delete avast in programdata?,https://superuser.com/q/1630679,42030
1630680,1630680,Automatically start VNC server and terminal on boot,https://superuser.com/q/1630680,42032
1630645,1630645,Crontab not running .sh script,https://superuser.com/q/1630645,42033
1630677,1630677,Chromebook Bootloader Broken?,https://superuser.com/q/1630677,42034
1630674,1630674,Which filesystem to use for a home server/NAS?,https://superuser.com/q/1630674,42037
1630670,1630670,Why is my colour temperature suddenly warmer on my monitor?,https://superuser.com/q/1630670,42040
1630668,1630668,Hide titlebar in Termite terminal,https://superuser.com/q/1630668,42041
1630664,1630664,Remove new line from batch prompt,https://superuser.com/q/1630664,42044
